VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
2,1/1/2019 0:53,1/1/2019 1:01,1,1.91,1,N,148,137,2,8.5,0.5,0.5,0,0,0.3,9.8,
1,1/1/2019 0:28,1/1/2019 1:01,1,6,1,N,48,209,2,25,0.5,0.5,0,0,0.3,26.3,
2,1/1/2019 0:18,1/1/2019 0:32,1,7.08,1,N,132,28,2,20.5,0.5,0.5,0,0,0.3,21.8,
1,1/1/2019 0:22,1/1/2019 0:35,2,1.7,1,N,143,237,1,9.5,0.5,0.5,2,0,0.3,12.8,
2,1/1/2019 0:22,1/1/2019 0:29,1,0.65,1,N,234,170,1,6,0.5,0.5,1,0,0.3,8.3,
2,1/1/2019 0:47,1/1/2019 1:06,1,1.13,1,N,50,68,2,11,0.5,0.5,0,0,0.3,12.3,
2,1/1/2019 0:24,1/1/2019 0:40,3,2.73,1,N,161,236,2,13.5,0.5,0.5,0,0,0.3,14.8,
2,1/1/2019 0:48,1/1/2019 0:50,3,0.33,1,N,162,229,1,3.5,0.5,0.5,1,0,0.3,5.8,
2,1/1/2019 0:25,1/1/2019 1:02,1,8.3,1,N,161,37,2,31,0.5,0.5,0,5.76,0.3,38.06,
1,1/1/2019 0:18,1/1/2019 0:49,4,3.8,1,N,144,237,1,20,0.5,0.5,4.26,0,0.3,25.56,
1,1/1/2019 0:50,1/1/2019 0:58,3,1.8,1,N,237,236,1,8,0.5,0.5,2.3,0,0.3,11.6,
2,1/1/2019 0:26,1/1/2019 1:00,2,2.44,1,N,68,100,1,20.5,0.5,0.5,6.54,0,0.3,28.34,
2,1/1/2019 0:42,1/1/2019 0:49,1,0.75,1,N,113,249,1,6,0.5,0.5,1.1,0,0.3,8.4,
2,1/1/2019 0:50,1/1/2019 0:59,1,1.1,1,N,249,249,1,7.5,0.5,0.5,1.76,0,0.3,10.56,
2,1/1/2019 0:38,1/1/2019 0:51,2,3.29,1,N,141,166,2,12.5,0.5,0.5,0,0,0.3,13.8,
2,1/1/2019 0:53,1/1/2019 1:07,1,3.06,1,N,24,262,1,12.5,0.5,0.5,0,0,0.3,13.8,
1,1/1/2019 0:06,1/1/2019 0:12,1,0.9,1,N,114,114,1,6,0.5,0.5,1.45,0,0.3,8.75,
1,1/1/2019 0:16,1/1/2019 0:36,1,2.4,1,N,114,246,1,14.5,0.5,0.5,3.15,0,0.3,18.95,
1,1/1/2019 0:45,1/1/2019 1:08,2,5.7,1,N,68,75,2,20,0.5,0.5,0,0,0.3,21.3,
1,1/1/2019 0:09,1/1/2019 0:48,2,4.7,1,N,45,48,1,25,0.5,0.5,5.25,0,0.3,31.55,
1,1/1/2019 0:56,1/1/2019 1:34,4,4.3,1,N,48,229,2,24.5,0.5,0.5,0,0,0.3,25.8,
1,1/1/2019 0:18,1/1/2019 0:27,1,1.7,1,N,231,79,1,8,0.5,0.5,1.85,0,0.3,11.15,
1,1/1/2019 0:47,1/1/2019 1:01,1,5.8,1,N,231,112,1,18.5,0.5,0.5,3.95,0,0.3,23.75,
2,1/1/2019 0:32,1/1/2019 0:50,1,3.48,1,N,79,87,2,14,0.5,0.5,0,0,0.3,15.3,
1,1/1/2019 0:33,1/1/2019 0:50,2,1.6,1,N,234,161,1,11.5,0.5,0.5,0,0,0.3,12.8,
1,1/1/2019 0:20,1/1/2019 0:36,2,2.5,1,N,113,229,1,12,0.5,0.5,0.67,0,0.3,13.97,
1,1/1/2019 0:43,1/1/2019 0:46,2,0.9,1,N,141,263,2,5,0.5,0.5,0,0,0.3,6.3,
1,1/1/2019 0:48,1/1/2019 0:53,1,0.6,1,N,263,262,1,4.5,0.5,0.5,1,0,0.3,6.8,
2,1/1/2019 0:29,1/1/2019 0:39,1,2.27,1,N,141,43,1,9.5,0.5,0.5,2.5,0,0.3,13.3,
2,1/1/2019 0:46,1/1/2019 0:50,3,0.58,1,N,236,236,1,4.5,0.5,0.5,1.74,0,0.3,7.54,
2,1/1/2019 0:51,1/1/2019 0:59,1,1.07,1,N,236,263,2,6.5,0.5,0.5,0,0,0.3,7.8,
2,1/1/2019 0:09,1/1/2019 0:25,1,2.31,1,N,114,170,1,11.5,0.5,0.5,2.56,0,0.3,15.36,
2,1/1/2019 0:35,1/1/2019 0:49,1,1.93,1,N,162,142,2,11,0.5,0.5,0,0,0.3,12.3,
2,1/1/2019 0:51,1/1/2019 1:10,1,3.68,1,N,142,116,1,15.5,0.5,0.5,5.04,0,0.3,21.84,
2,1/1/2019 0:20,1/1/2019 0:52,4,2.39,1,N,249,100,2,19.5,0.5,0.5,0,0,0.3,20.8,
2,1/1/2019 0:56,1/1/2019 1:17,4,3.07,1,N,68,239,1,14.5,0.5,0.5,3.95,0,0.3,19.75,
1,1/1/2019 0:24,1/1/2019 0:27,1,0.5,1,N,238,238,1,4,0.5,0.5,1.05,0,0.3,6.35,
1,1/1/2019 0:28,1/1/2019 0:35,1,1.1,1,N,238,239,2,6.5,0.5,0.5,0,0,0.3,7.8,
1,1/1/2019 0:37,1/1/2019 0:39,1,0.9,1,N,239,238,1,5,0.5,0.5,1.25,0,0.3,7.55,
1,1/1/2019 0:41,1/1/2019 0:46,1,1.2,1,N,238,239,2,6,0.5,0.5,0,0,0.3,7.3,
1,1/1/2019 0:48,1/1/2019 0:54,1,1.2,1,N,239,238,2,6.5,0.5,0.5,0,0,0.3,7.8,
1,1/1/2019 0:57,1/1/2019 1:02,1,1.3,1,N,238,143,2,6,0.5,0.5,0,0,0.3,7.3,
1,1/1/2019 0:12,1/1/2019 0:27,1,0.9,1,N,107,90,1,10.5,0.5,0.5,2.35,0,0.3,14.15,
1,1/1/2019 0:38,1/1/2019 1:39,3,10.7,1,N,125,238,2,46,0.5,0.5,0,0,0.3,47.3,
2,1/1/2019 0:11,1/1/2019 0:24,1,4.21,1,N,170,238,1,14,0.5,0.5,3.82,0,0.3,19.12,
2,1/1/2019 0:27,1/1/2019 0:31,1,1.14,1,N,238,143,1,5.5,0.5,0.5,1.02,0,0.3,7.82,
2,1/1/2019 0:34,1/1/2019 0:53,2,4.77,1,N,143,231,1,17,0.5,0.5,6.95,0,0.3,25.25,
2,1/1/2019 0:56,1/1/2019 1:00,2,0.53,1,N,231,211,1,4.5,0.5,0.5,1.74,0,0.3,7.54,
2,1/1/2019 0:08,1/1/2019 0:15,1,1.68,1,N,141,75,2,7.5,0.5,0.5,0,0,0.3,8.8,
2,1/1/2019 0:21,1/1/2019 0:26,1,0.73,1,N,263,236,2,5.5,0.5,0.5,0,0,0.3,6.8,
2,1/1/2019 0:29,1/1/2019 0:33,1,0.78,1,N,236,263,1,5,0.5,0.5,1.26,0,0.3,7.56,
2,1/1/2019 0:42,1/1/2019 0:57,1,6.33,1,N,263,244,1,19.5,0.5,0.5,4,0,0.3,24.8,
2,1/1/2019 1:00,1/1/2019 1:07,1,1.25,1,N,244,243,2,7,0.5,0.5,0,0,0.3,8.3,
2,1/1/2019 0:04,1/1/2019 0:27,1,3.83,1,N,144,50,1,17,0.5,0.5,2,0,0.3,20.3,
2,1/1/2019 0:30,1/1/2019 0:43,1,1.88,1,N,143,238,1,10,0.5,0.5,3.39,0,0.3,14.69,
2,1/1/2019 0:46,1/1/2019 0:50,1,0.81,1,N,238,151,1,5,0.5,0.5,1,0,0.3,7.3,
2,1/1/2019 0:55,1/1/2019 0:58,1,0.6,1,N,151,151,1,4,0.5,0.5,0.8,0,0.3,6.1,
2,1/1/2019 1:01,1/1/2019 1:06,1,1.43,1,N,238,166,1,6.5,0.5,0.5,2.34,0,0.3,10.14,
1,1/1/2019 0:24,1/1/2019 0:52,1,20.9,1,N,132,66,1,55.5,0.5,0.5,11.35,0,0.3,68.15,
1,1/1/2019 0:54,1/1/2019 1:06,2,1.8,1,N,66,25,2,9.5,0.5,0.5,0,0,0.3,10.8,
2,1/1/2019 0:24,1/1/2019 0:50,1,2.93,1,N,249,229,1,17.5,0.5,0.5,3.76,0,0.3,22.56,
2,1/1/2019 0:31,1/1/2019 0:59,2,2.05,1,N,107,48,1,17,0.5,0.5,3.66,0,0.3,21.96,
1,1/1/2019 0:45,1/1/2019 1:36,3,27.2,2,N,132,13,1,52,0,0.5,5,5.76,0.3,63.56,
1,1/1/2019 0:29,1/1/2019 0:39,2,2.3,1,N,148,170,1,9.5,0.5,0.5,3.2,0,0.3,14,
1,1/1/2019 0:44,1/1/2019 1:13,1,8.4,1,N,234,129,2,28,0.5,0.5,0,5.76,0.3,35.06,
2,1/1/2019 0:23,1/1/2019 1:28,1,8.68,1,N,164,79,1,44.5,0.5,0.5,9.16,0,0.3,54.96,
2,1/1/2019 0:16,1/1/2019 0:44,2,4.46,1,N,234,249,1,20,0.5,0.5,0,0,0.3,21.3,
2,1/1/2019 0:46,1/1/2019 0:51,2,0.69,1,N,249,249,1,5,0.5,0.5,1.26,0,0.3,7.56,
2,1/1/2019 0:07,1/1/2019 0:15,5,1.85,1,N,236,239,1,8,0.5,0.5,1.86,0,0.3,11.16,
2,1/1/2019 0:18,1/1/2019 0:54,5,5.68,1,N,239,79,1,27,0.5,0.5,7.08,0,0.3,35.38,
2,1/1/2019 0:56,1/1/2019 1:05,5,2.03,1,N,79,261,2,9,0.5,0.5,0,0,0.3,10.3,
1,1/1/2019 0:31,1/1/2019 0:43,1,1.1,1,N,234,107,2,9,0.5,0.5,0,0,0.3,10.3,
1,1/1/2019 0:56,1/1/2019 1:16,1,5.2,1,N,264,74,2,17.5,0.5,0.5,0,0,0.3,18.8,
2,1/1/2019 0:06,1/1/2019 0:14,1,0.95,1,N,161,43,1,7,0.5,0.5,2.49,0,0.3,10.79,
2,1/1/2019 0:16,1/1/2019 0:23,1,1.98,1,N,163,263,1,7.5,0.5,0.5,2,0,0.3,10.8,
2,1/1/2019 0:24,1/1/2019 0:27,1,1.3,1,N,262,75,1,5.5,0.5,0.5,0.2,0,0.3,7,
2,1/1/2019 0:34,1/1/2019 0:38,1,0.88,1,N,263,263,2,5,0.5,0.5,0,0,0.3,6.3,
2,1/1/2019 0:40,1/1/2019 0:53,1,2.41,1,N,263,143,1,11,0.5,0.5,4,0,0.3,16.3,
2,1/1/2019 0:53,1/1/2019 1:25,1,7.53,1,N,143,173,2,26.5,0.5,0.5,0,0,0.3,27.8,
2,1/1/2019 0:30,1/1/2019 0:41,1,1.61,1,N,170,229,2,9,0.5,0.5,0,0,0.3,10.3,
2,1/1/2019 0:43,1/1/2019 0:57,1,2.38,1,N,229,142,2,11.5,0.5,0.5,0,0,0.3,12.8,
2,1/1/2019 0:19,1/1/2019 0:49,1,9.81,1,N,68,228,1,31.5,0.5,0.5,9.84,0,0.3,42.64,
2,1/1/2019 0:57,1/1/2019 2:05,1,14.06,1,N,228,226,1,51,0.5,0.5,0,0,0.3,52.3,
2,1/1/2019 0:07,1/1/2019 0:15,4,0.9,1,N,163,162,1,7,0.5,0.5,2.49,0,0.3,10.79,
2,1/1/2019 0:31,1/1/2019 0:49,4,5.87,1,N,236,232,1,19,0.5,0.5,3.04,0,0.3,23.34,
2,1/1/2019 0:19,1/1/2019 0:39,2,13.47,1,N,138,181,2,37,0.5,0.5,0,0,0.3,38.3,
2,1/1/2019 0:56,1/1/2019 1:08,2,3.87,1,N,261,79,2,13,0.5,0.5,0,0,0.3,14.3,
2,1/1/2019 0:09,1/1/2019 0:14,1,0.9,1,N,263,140,2,5,0.5,0.5,0,0,0.3,6.3,
2,1/1/2019 0:16,1/1/2019 0:22,1,1.1,1,N,140,229,2,6.5,0.5,0.5,0,0,0.3,7.8,
2,1/1/2019 0:28,1/1/2019 0:36,1,0.56,1,N,162,161,1,6.5,0.5,0.5,1.56,0,0.3,9.36,
2,1/1/2019 0:41,1/1/2019 1:05,1,1.78,1,N,230,50,1,15,0.5,0.5,2,0,0.3,18.3,
1,1/1/2019 0:25,1/1/2019 0:36,2,1.5,1,N,231,79,1,9,0.5,0.5,1,0,0.3,11.3,
1,1/1/2019 0:22,1/1/2019 0:38,2,3.2,1,N,235,42,1,13.5,0.5,0.5,0,0,0.3,14.8,
1,1/1/2019 0:58,1/1/2019 1:18,3,2.9,1,N,237,48,1,15,0.5,0.5,3.25,0,0.3,19.55,
1,1/1/2019 0:10,1/1/2019 0:17,1,1.1,1,N,144,232,2,7,0.5,0.5,0,0,0.3,8.3,
1,1/1/2019 0:23,1/1/2019 0:43,2,4.6,1,N,79,263,2,16.5,0.5,0.5,0,0,0.3,17.8,
1,1/1/2019 0:46,1/1/2019 0:52,1,1,1,N,263,140,1,6.5,0.5,0.5,1,0,0.3,8.8,
1,1/1/2019 0:43,1/1/2019 1:14,1,17.7,1,N,132,147,2,48,0.5,0.5,0,5.76,0.3,55.06,
1,1/1/2019 0:35,1/1/2019 0:42,1,0.7,1,N,162,170,1,6,0.5,0.5,4,0,0.3,11.3,
1,1/1/2019 0:56,1/1/2019 1:01,3,0.8,1,N,164,170,1,5.5,0.5,0.5,1.35,0,0.3,8.15,
2,1/1/2019 0:35,1/1/2019 0:39,2,0.74,1,N,237,162,2,5,0.5,0.5,0,0,0.3,6.3,
2,1/1/2019 0:10,1/1/2019 0:23,2,5.28,1,N,87,162,1,17,0.5,0.5,3.66,0,0.3,21.96,
2,1/1/2019 0:26,1/1/2019 0:32,3,0.73,1,N,170,162,2,6,0.5,0.5,0,0,0.3,7.3,
2,1/1/2019 0:40,1/1/2019 0:42,3,0.31,1,N,137,137,2,3.5,0.5,0.5,0,0,0.3,4.8,
2,1/1/2019 0:45,1/2/2019 0:42,2,1.71,1,N,137,68,2,12.5,0.5,0.5,0,0,0.3,13.8,
2,1/1/2019 0:23,1/1/2019 0:23,1,0.34,5,N,265,265,1,160,0,0,25,0,0.3,185.3,
2,1/1/2019 0:26,1/1/2019 0:35,1,2.51,1,N,162,238,1,10,0.5,0.5,1.5,0,0.3,12.8,
2,1/1/2019 0:38,1/1/2019 0:43,1,0.93,1,N,43,236,2,5.5,0.5,0.5,0,0,0.3,6.8,
2,1/1/2019 0:46,1/2/2019 0:29,2,16.48,1,N,236,165,2,48,0.5,0.5,0,0,0.3,49.3,
2,1/1/2019 0:06,1/1/2019 0:20,1,1.94,1,N,113,137,2,10.5,0.5,0.5,0,0,0.3,11.8,
2,1/1/2019 0:21,1/1/2019 0:33,1,4.14,1,N,137,45,1,14.5,0.5,0.5,5,0,0.3,20.8,
2,1/1/2019 0:36,1/1/2019 0:46,1,1.11,1,N,144,232,1,8,0.5,0.5,1.86,0,0.3,11.16,
2,1/1/2019 0:52,1/1/2019 1:30,1,6.23,1,N,79,198,2,27,0.5,0.5,0,0,0.3,28.3,
2,1/1/2019 0:20,1/1/2019 0:24,4,0.49,1,N,79,148,2,4.5,0.5,0.5,0,0,0.3,5.8,
2,1/1/2019 0:29,1/1/2019 0:36,3,0.78,1,N,144,148,1,6.5,0.5,0.5,2.34,0,0.3,10.14,
2,1/1/2019 0:40,1/1/2019 0:45,2,1.26,1,N,148,79,1,6,0.5,0.5,1.46,0,0.3,8.76,
2,1/1/2019 0:49,1/1/2019 0:59,4,1.94,1,N,79,162,1,9,0.5,0.5,3.09,0,0.3,13.39,
2,1/1/2019 0:37,1/1/2019 0:47,1,1.02,1,N,234,233,1,7.5,0.5,0.5,2,0,0.3,10.8,
2,1/1/2019 0:53,1/1/2019 0:59,1,1.28,1,N,233,237,1,6.5,0.5,0.5,1.56,0,0.3,9.36,
2,1/1/2019 0:19,1/1/2019 0:27,1,1.18,1,N,164,68,1,7,0.5,0.5,1.66,0,0.3,9.96,
2,1/1/2019 0:29,1/1/2019 0:33,1,0.2,1,N,68,68,1,4.5,0.5,0.5,1.16,0,0.3,6.96,
2,1/1/2019 0:53,1/1/2019 1:06,1,2.31,1,N,68,231,1,10.5,0.5,0.5,2.36,0,0.3,14.16,
1,1/1/2019 0:18,1/1/2019 0:31,1,3.1,1,N,141,41,3,12,0.5,0.5,0,0,0.3,13.3,
1,1/1/2019 0:33,1/1/2019 0:39,1,1,1,N,41,42,1,6,0.5,0.5,1.5,0,0.3,8.8,
1,1/1/2019 0:47,1/1/2019 1:00,1,2.2,1,N,41,152,2,10.5,0.5,0.5,0,0,0.3,11.8,
1,1/1/2019 0:12,1/1/2019 0:15,1,0.2,1,N,68,246,1,4,0.5,0.5,1.05,0,0.3,6.35,
1,1/1/2019 0:18,1/1/2019 0:37,2,1.9,1,N,246,170,1,12.5,0.5,0.5,2.75,0,0.3,16.55,
2,1/1/2019 0:38,1/1/2019 0:54,1,3.08,1,N,161,239,1,12.5,0.5,0.5,2.76,0,0.3,16.56,
2,1/1/2019 0:56,1/1/2019 1:07,1,1.73,1,N,239,236,2,9,0.5,0.5,0,0,0.3,10.3,
2,1/1/2019 1:11,1/1/2019 1:29,1,3.66,1,N,236,152,1,15,0.5,0.5,4.89,0,0.3,21.19,
1,1/1/2019 0:09,1/1/2019 0:28,2,3.9,1,N,164,146,1,16,0.5,0.5,3.46,0,0.3,20.76,
1,1/1/2019 0:36,1/1/2019 0:44,2,1,1,N,237,141,1,7,0.5,0.5,20,0,0.3,28.3,
1,1/1/2019 0:48,1/1/2019 0:54,1,1.2,1,N,237,262,1,6.5,0.5,0.5,1.5,0,0.3,9.3,
1,1/1/2019 0:58,1/1/2019 1:15,1,4.4,1,N,263,107,1,16.5,0.5,0.5,1.25,0,0.3,19.05,
2,1/1/2019 0:10,1/1/2019 0:28,2,2.53,1,N,68,162,2,12.5,0.5,0.5,0,0,0.3,13.8,
2,1/1/2019 0:36,1/1/2019 0:41,1,0.87,1,N,161,237,2,5.5,0.5,0.5,0,0,0.3,6.8,
2,1/1/2019 0:42,1/1/2019 0:50,1,1.57,1,N,237,239,2,8,0.5,0.5,0,0,0.3,9.3,
2,1/1/2019 0:53,1/1/2019 0:57,2,0.63,1,N,239,142,1,5,0.5,0.5,1.58,0,0.3,7.88,
2,1/1/2019 0:58,1/1/2019 1:11,1,3.2,1,N,142,145,1,12.5,0.5,0.5,1.38,0,0.3,15.18,
1,1/1/2019 0:40,1/1/2019 0:52,1,1.1,1,N,163,48,2,9,0.5,0.5,0,0,0.3,10.3,
2,1/1/2019 0:18,1/1/2019 0:48,3,6.01,1,N,48,88,2,23.5,0.5,0.5,0,0,0.3,24.8,
2,1/1/2019 0:52,1/1/2019 0:59,1,1.58,1,N,87,211,1,7,0.5,0.5,1.41,0,0.3,9.71,
2,1/1/2019 0:30,1/1/2019 0:38,1,0.87,1,N,161,163,2,7,0.5,0.5,0,0,0.3,8.3,
2,1/1/2019 0:40,1/1/2019 0:48,1,0.81,1,N,163,162,2,6.5,0.5,0.5,0,0,0.3,7.8,
2,1/1/2019 0:50,1/1/2019 1:13,1,2.96,1,N,161,79,2,15.5,0.5,0.5,0,0,0.3,16.8,
2,1/1/2019 0:17,1/1/2019 0:19,2,0.53,1,N,144,144,2,4,0.5,0.5,0,0,0.3,5.3,
2,1/1/2019 0:26,1/1/2019 0:36,1,1.32,1,N,114,234,1,8.5,0.5,0.5,1.96,0,0.3,11.76,
2,1/1/2019 0:53,1/1/2019 1:06,2,2.38,1,N,107,141,1,10,0.5,0.5,2.26,0,0.3,13.56,
2,1/1/2019 0:16,1/1/2019 0:47,6,2.22,1,N,48,162,2,18,0.5,0.5,0,0,0.3,19.3,
2,1/1/2019 0:48,1/1/2019 1:01,6,2.4,1,N,233,263,1,11,0.5,0.5,2,0,0.3,14.3,
1,1/1/2019 0:11,1/1/2019 0:39,2,4.2,1,N,239,79,1,20,0.5,0.5,21.09,0,0.3,42.39,
1,1/1/2019 0:41,1/1/2019 0:47,1,1,1,N,79,148,1,6,0.5,0.5,1,0,0.3,8.3,
1,1/1/2019 0:50,1/1/2019 1:12,1,3.4,1,N,264,233,2,18,0.5,0.5,0,0,0.3,19.3,
1,1/1/2019 0:20,1/1/2019 0:46,4,7.8,1,N,237,80,2,26,0.5,0.5,0,0,0.3,27.3,
1,1/1/2019 0:21,1/1/2019 0:23,1,0.3,1,N,263,263,2,3.5,0.5,0.5,0,0,0.3,4.8,
1,1/1/2019 0:25,1/1/2019 0:46,1,3.2,1,N,263,48,1,15.5,0.5,0.5,3.35,0,0.3,20.15,
1,1/1/2019 0:47,1/1/2019 1:00,1,1.7,1,N,48,163,1,10,0.5,0.5,2.25,0,0.3,13.55,
2,1/1/2019 0:16,1/1/2019 0:39,1,4.68,1,N,48,113,1,18.5,0.5,0.5,3.96,0,0.3,23.76,
2,1/1/2019 0:40,1/1/2019 0:49,2,1.03,1,N,113,79,2,7,0.5,0.5,0,0,0.3,8.3,
2,1/1/2019 0:59,1/1/2019 1:06,1,1.32,1,N,107,170,1,6.5,0.5,0.5,1.95,0,0.3,9.75,
1,1/1/2019 0:26,1/1/2019 0:30,0,0.9,1,N,75,74,1,5,0.5,0.5,1.55,0,0.3,7.85,
1,1/1/2019 0:35,1/1/2019 0:46,0,2.2,1,N,263,239,1,9.5,0.5,0.5,2.15,0,0.3,12.95,
1,1/1/2019 0:50,1/1/2019 1:01,0,2.1,1,N,143,236,1,10,0.5,0.5,2.25,0,0.3,13.55,
2,1/1/2019 0:21,1/1/2019 0:28,1,1.53,1,N,141,237,2,7,0.5,0.5,0,0,0.3,8.3,
2,1/1/2019 0:33,1/1/2019 0:36,4,0.3,1,N,237,161,2,4,0.5,0.5,0,0,0.3,5.3,
2,1/1/2019 0:44,1/1/2019 0:47,1,0.22,1,N,161,162,1,4,0.5,0.5,0,0,0.3,5.3,
2,1/1/2019 0:59,1/1/2019 1:09,3,1.41,1,N,107,186,1,8,0.5,0.5,1.86,0,0.3,11.16,
2,1/1/2019 0:35,1/1/2019 0:44,1,1.39,1,N,144,79,2,7.5,0.5,0.5,0,0,0.3,8.8,
2,1/1/2019 0:46,1/1/2019 0:55,1,1.61,1,N,79,249,1,8,0.5,0.5,1.86,0,0.3,11.16,
2,1/1/2019 0:56,1/1/2019 1:11,2,2.5,1,N,249,186,1,12,0.5,0.5,2.66,0,0.3,15.96,
1,1/1/2019 0:49,1/1/2019 1:06,2,4.3,1,N,45,137,2,17,0.5,0.5,0,0,0.3,18.3,
2,1/1/2019 0:32,1/1/2019 0:37,1,0.56,1,N,107,107,2,5,0.5,0.5,0,0,0.3,6.3,
2,1/1/2019 0:57,1/1/2019 1:05,1,1.11,1,N,170,233,2,6.5,0.5,0.5,0,0,0.3,7.8,
1,1/1/2019 0:09,1/1/2019 0:13,1,0.8,1,N,262,236,1,5,0.5,0.5,2,0,0.3,8.3,
1,1/1/2019 0:19,1/1/2019 0:21,2,0.5,1,N,262,263,1,4,0.5,0.5,2,0,0.3,7.3,
1,1/1/2019 0:23,1/1/2019 0:39,2,3.9,1,N,263,50,1,15,0.5,0.5,3.25,0,0.3,19.55,
1,1/1/2019 0:41,1/1/2019 0:48,1,2.4,1,N,50,151,2,8,0.5,0.5,0,0,0.3,9.3,
1,1/1/2019 0:54,1/1/2019 1:02,2,1.1,1,N,239,143,2,7.5,0.5,0.5,0,0,0.3,8.8,
2,1/1/2019 0:04,1/1/2019 0:06,1,0.43,1,N,87,12,2,3.5,0.5,0.5,0,0,0.3,4.8,
2,1/1/2019 0:22,1/1/2019 0:33,2,1.3,1,N,209,209,1,8,0.5,0.5,5.08,0,0.3,14.38,
2,1/1/2019 0:35,1/1/2019 0:43,1,1.75,1,N,209,114,1,8,0.5,0.5,2.32,0,0.3,11.62,
2,1/1/2019 0:46,1/1/2019 0:58,1,1.99,1,N,114,209,2,9.5,0.5,0.5,0,0,0.3,10.8,
1,1/1/2019 0:07,1/1/2019 0:11,1,1.1,1,N,263,75,1,5.5,0.5,0.5,1.35,0,0.3,8.15,
1,1/1/2019 0:22,1/1/2019 0:34,1,2.4,1,N,140,142,1,10.5,0.5,0.5,2.95,0,0.3,14.75,
1,1/1/2019 0:37,1/1/2019 0:41,1,1.1,1,N,142,239,2,5.5,0.5,0.5,0,0,0.3,6.8,
1,1/1/2019 0:46,1/1/2019 0:55,2,1.8,1,N,239,141,1,8.5,0.5,0.5,1.96,0,0.3,11.76,
1,1/1/2019 0:06,1/1/2019 0:25,1,5.3,1,N,79,74,2,17.5,0.5,0.5,0,0,0.3,18.8,
1,1/1/2019 0:33,1/1/2019 0:51,1,5.3,1,N,263,148,1,18.5,0.5,0.5,1.98,0,0.3,21.78,
1,1/1/2019 0:56,1/1/2019 1:07,2,1.8,1,N,148,234,1,9,0.5,0.5,2.05,0,0.3,12.35,
2,1/1/2019 0:12,1/1/2019 0:16,2,0.82,1,N,237,237,2,5,0.5,0.5,0,0,0.3,6.3,
2,1/1/2019 0:31,1/1/2019 0:42,2,1.35,1,N,237,170,1,8.5,0.5,0.5,1.96,0,0.3,11.76,
2,1/1/2019 0:46,1/1/2019 1:16,2,9.6,1,N,170,243,1,31,0.5,0.5,8.08,0,0.3,40.38,
2,1/1/2019 0:00,1/1/2019 0:11,1,4.39,1,N,236,226,2,13.5,0.5,0.5,0,0,0.3,17.3,
2,1/1/2019 0:46,1/1/2019 0:54,2,1.69,1,N,141,263,1,8,0.5,0.5,1.4,0,0.3,10.7,
2,1/1/2019 0:55,1/1/2019 1:08,1,3.1,1,N,263,41,2,12.5,0.5,0.5,0,0,0.3,13.8,
2,1/1/2019 0:08,1/1/2019 0:37,1,17.03,1,N,238,259,2,46.5,0.5,0.5,0,0,0.3,47.8,
2,1/1/2019 0:18,1/1/2019 0:32,1,7.38,1,N,132,95,2,21.5,0.5,0.5,0,0,0.3,22.8,
2,1/1/2019 0:44,1/1/2019 1:13,1,14.87,1,N,134,262,1,41.5,0.5,0.5,0,5.76,0.3,48.56,
2,12/31/2018 23:59,1/1/2019 0:13,1,4.46,1,N,65,79,2,15,0.5,0.5,0,0,0.3,16.3,
2,1/1/2019 0:34,1/1/2019 0:56,1,11.01,1,N,107,243,1,31.5,0.5,0.5,8.2,0,0.3,41,
2,1/1/2019 0:12,1/1/2019 0:24,2,1.27,1,N,137,90,1,9,0.5,0.5,2,0,0.3,12.3,
2,1/1/2019 0:26,1/1/2019 0:37,1,1.18,1,N,186,246,1,8,0.5,0.5,1.86,0,0.3,11.16,
2,1/1/2019 0:45,1/1/2019 0:49,2,0.68,1,N,68,68,1,4.5,0.5,0.5,1,0,0.3,6.8,
2,1/1/2019 0:54,1/1/2019 0:59,2,0.85,1,N,68,234,1,5,0.5,0.5,1,0,0.3,7.3,
2,1/1/2019 1:00,1/1/2019 1:11,3,1.32,1,N,234,79,1,9,0.5,0.5,2.06,0,0.3,12.36,
1,1/1/2019 0:11,1/1/2019 0:27,2,2.6,1,N,68,142,2,12,0.5,0.5,0,0,0.3,13.3,
1,1/1/2019 0:30,1/1/2019 0:49,2,1.6,1,N,43,48,2,12,0.5,0.5,0,0,0.3,13.3,
2,1/1/2019 0:27,1/1/2019 0:32,1,1.15,1,N,43,236,1,6.5,0.5,0.5,1.56,0,0.3,9.36,
2,1/1/2019 0:36,1/1/2019 0:45,1,1.73,1,N,236,238,1,8,0.5,0.5,1,0,0.3,10.3,
2,1/1/2019 0:58,1/1/2019 1:28,1,4.64,1,N,239,113,2,20.5,0.5,0.5,0,0,0.3,21.8,
2,1/1/2019 0:30,1/1/2019 0:41,1,0.96,1,N,148,232,2,8,0.5,0.5,0,0,0.3,9.3,
2,1/1/2019 0:54,1/1/2019 1:17,1,3.98,1,N,232,186,1,17.5,0.5,0.5,0,0,0.3,18.8,
1,1/1/2019 0:12,1/1/2019 0:33,1,5.8,1,N,261,161,1,21.5,0.5,0.5,6.8,0,0.3,29.6,
2,1/1/2019 0:31,1/1/2019 0:35,2,0.79,1,N,143,239,1,5,0.5,0.5,3,0,0.3,9.3,
