VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
1,1/1/2019 0:04,1/1/2019 0:14,1,2.9,1,N,79,255,2,11,0.5,0.5,0,0,0.3,12.3,
1,1/1/2019 0:23,1/1/2019 0:36,3,2.9,1,N,148,229,1,11.5,0.5,0.5,2.4,0,0.3,15.2,
1,1/1/2019 0:38,1/1/2019 0:45,2,0.9,1,N,229,161,2,6.5,0.5,0.5,0,0,0.3,7.8,
1,1/1/2019 0:46,1/1/2019 1:05,4,1.2,1,N,161,164,2,11.5,0.5,0.5,0,0,0.3,12.8,
2,1/1/2019 0:32,1/1/2019 0:50,1,3.26,1,N,43,263,1,14,0.5,0.5,3.83,0,0.3,19.13,
1,1/1/2019 0:12,1/1/2019 0:19,2,1.6,1,N,41,42,2,8,0.5,0.5,0,0,0.3,9.3,
1,1/1/2019 0:20,1/1/2019 0:36,1,2.9,1,N,42,74,2,13.5,0.5,0.5,0,0,0.3,14.8,
1,1/1/2019 0:44,1/1/2019 0:47,1,1,1,N,264,74,2,5,0.5,0.5,0,0,0.3,6.3,
2,1/1/2019 0:18,1/1/2019 0:37,5,4.04,1,N,148,181,2,17,0.5,0.5,0,0,0.3,18.3,
2,1/1/2019 0:47,1/1/2019 1:19,5,6.11,1,N,181,137,1,25.5,0.5,0.5,5.36,0,0.3,32.16,
2,1/1/2019 0:24,1/1/2019 0:38,5,1.77,1,N,264,264,1,10,0.5,0.5,1.2,0,0.3,12.5,
2,1/1/2019 0:49,1/1/2019 1:16,5,5.78,1,N,264,264,2,22,0.5,0.5,0,0,0.3,23.3,
2,1/1/2019 0:06,1/1/2019 0:26,1,2.84,1,N,249,48,2,14.5,0.5,0.5,0,0,0.3,15.8,
2,1/1/2019 0:37,1/1/2019 1:27,1,13.98,1,N,68,197,2,46.5,0.5,0.5,0,0,0.3,47.8,
1,1/1/2019 0:00,1/1/2019 0:21,1,14.3,1,N,132,179,1,38.5,0.5,0.5,5.97,0,0.3,45.77,
1,1/1/2019 0:39,1/1/2019 0:47,3,1.1,1,N,141,161,2,7.5,0.5,0.5,0,0,0.3,8.8,
1,1/1/2019 0:49,1/1/2019 1:14,2,5.8,1,N,161,231,1,21.5,0.5,0.5,3,0,0.3,25.8,
2,1/1/2019 0:09,1/1/2019 0:21,1,2.31,1,N,264,264,1,10.5,0.5,0.5,2.95,0,0.3,14.75,
2,1/1/2019 0:22,1/1/2019 0:41,1,8.3,1,N,264,264,2,25,0.5,0.5,0,0,0.3,26.3,
2,1/1/2019 0:53,1/1/2019 0:56,1,0.66,1,N,264,264,1,4.5,0.5,0.5,1.45,0,0.3,7.25,
2,1/1/2019 0:14,1/1/2019 0:18,1,0.66,1,N,229,161,2,4.5,0.5,0.5,0,0,0.3,5.8,
2,1/1/2019 0:24,1/1/2019 0:28,1,0.48,1,N,237,236,1,4,0.5,0.5,1.59,0,0.3,6.89,
2,1/1/2019 0:33,1/1/2019 0:37,1,0.93,1,N,141,262,1,5.5,0.5,0.5,1.36,0,0.3,8.16,
2,1/1/2019 0:43,1/1/2019 0:53,1,2.32,1,N,262,143,1,9.5,0.5,0.5,2.16,0,0.3,12.96,
2,1/1/2019 0:56,1/1/2019 1:24,1,6.06,1,N,143,223,1,23.5,0.5,0.5,4.96,0,0.3,29.76,
2,1/1/2019 0:18,1/1/2019 0:24,1,1.36,1,N,43,142,2,7,0.5,0.5,0,0,0.3,8.3,
2,1/1/2019 0:26,1/1/2019 0:38,1,2.5,1,N,142,140,1,10.5,0.5,0.5,2.36,0,0.3,14.16,
2,1/1/2019 0:40,1/1/2019 0:54,1,3.02,1,N,140,238,1,12.5,0.5,0.5,4.14,0,0.3,17.94,
1,1/1/2019 0:30,1/1/2019 1:03,2,4.1,1,N,43,114,2,21.5,0.5,0.5,0,0,0.3,22.8,
2,1/1/2019 0:22,1/1/2019 0:48,5,17.91,1,N,132,49,1,48,0.5,0.5,9.86,0,0.3,59.16,
2,1/1/2019 0:54,1/1/2019 1:16,6,9.6,1,N,65,7,1,29,0.5,0.5,6.06,0,0.3,36.36,
2,1/1/2019 0:11,1/1/2019 0:19,1,1.06,1,N,237,162,1,7,0.5,0.5,1.66,0,0.3,9.96,
2,1/1/2019 0:14,1/1/2019 0:19,1,0.75,1,N,79,107,2,5,0.5,0.5,0,0,0.3,6.3,
2,1/1/2019 0:23,1/1/2019 0:28,2,0.71,1,N,107,224,2,5,0.5,0.5,0,0,0.3,6.3,
2,1/1/2019 0:33,1/1/2019 0:46,2,2.16,1,N,224,68,1,11,0.5,0.5,1,0,0.3,13.3,
2,1/1/2019 0:58,1/1/2019 1:08,2,1.07,1,N,234,186,1,8,0.5,0.5,2.33,0,0.3,11.63,
2,1/1/2019 0:08,1/1/2019 0:35,5,8.3,1,N,249,42,1,28,0.5,0.5,5.86,0,0.3,35.16,
2,1/1/2019 0:48,1/1/2019 0:53,5,1.21,1,N,263,141,1,6,0.5,0.5,1.46,0,0.3,8.76,
2,1/1/2019 0:25,1/1/2019 0:54,1,5.07,1,N,234,237,1,20.5,0.5,0.5,6.54,0,0.3,28.34,
2,1/1/2019 0:56,1/1/2019 1:01,1,0.54,1,N,237,141,1,5,0.5,0.5,1,0,0.3,7.3,
1,1/1/2019 0:06,1/1/2019 0:16,2,3.8,1,N,87,224,2,13,0.5,0.5,0,0,0.3,14.3,
1,1/1/2019 0:19,1/1/2019 0:59,2,2.7,1,N,107,246,1,24.5,0.5,0.5,5.15,0,0.3,30.95,
2,1/1/2019 0:26,1/1/2019 0:30,5,0.73,1,N,148,79,1,5,0.5,0.5,1,0,0.3,7.3,
2,1/1/2019 0:34,1/1/2019 0:55,5,4.58,1,N,79,263,1,17.5,0.5,0.5,3.76,0,0.3,22.56,
2,1/1/2019 0:57,1/1/2019 1:04,5,1.39,1,N,262,141,1,6.5,0.5,0.5,1.56,0,0.3,9.36,
2,1/1/2019 0:03,1/1/2019 0:17,2,4.24,1,N,237,7,2,14.5,0.5,0.5,0,0,0.3,15.8,
2,1/1/2019 0:41,1/1/2019 0:51,1,5.47,1,N,132,203,2,16.5,0.5,0.5,0,0,0.3,17.8,
1,1/1/2019 0:52,1/1/2019 1:18,1,2.5,1,N,113,246,1,16.5,0.5,0.5,0,0,0.3,17.8,
2,1/1/2019 0:18,1/1/2019 0:26,1,2.01,1,N,141,233,1,8.5,0.5,0.5,1.96,0,0.3,11.76,
2,1/1/2019 0:49,1/1/2019 1:00,1,1.8,1,N,237,170,2,9,0.5,0.5,0,0,0.3,10.3,
2,12/31/2018 23:55,1/1/2019 0:23,2,4.43,1,N,107,90,2,20,0.5,0.5,0,0,0.3,21.3,
2,1/1/2019 0:31,1/1/2019 1:07,4,5.66,1,N,234,7,1,26,0.5,0.5,5.46,0,0.3,32.76,
2,1/1/2019 0:08,1/1/2019 0:20,6,1.97,1,N,239,141,1,10,0.5,0.5,2.82,0,0.3,14.12,
2,1/1/2019 0:27,1/1/2019 0:35,6,1.98,1,N,141,107,1,8,0.5,0.5,1.86,0,0.3,11.16,
2,1/1/2019 0:45,1/1/2019 0:55,6,1.39,1,N,107,229,1,8,0.5,0.5,1.86,0,0.3,11.16,
1,1/1/2019 0:31,1/1/2019 0:40,2,1.1,1,N,229,170,2,7.5,0.5,0.5,0,0,0.3,8.8,
2,12/31/2018 23:58,1/1/2019 0:03,2,0.7,1,N,264,264,1,5.5,0.5,0.5,2.04,0,0.3,8.84,
2,1/1/2019 0:06,1/1/2019 0:30,1,4.03,1,N,264,264,1,18.5,0.5,0.5,5.94,0,0.3,25.74,
2,1/1/2019 0:35,1/1/2019 0:44,2,2.11,1,N,264,264,1,9,0.5,0.5,3.09,0,0.3,13.39,
2,1/1/2019 0:51,1/1/2019 1:01,2,3.95,1,N,264,264,2,13.5,0.5,0.5,0,0,0.3,14.8,
2,1/1/2019 0:05,1/1/2019 0:11,2,1.03,1,N,106,25,1,6,0.5,0.5,1.46,0,0.3,8.76,
2,1/1/2019 0:32,1/1/2019 0:50,1,4.24,1,N,181,231,1,17,0.5,0.5,3.66,0,0.3,21.96,
2,1/1/2019 0:52,1/1/2019 1:07,2,2.39,1,N,231,224,1,11.5,0.5,0.5,2.56,0,0.3,15.36,
2,1/1/2019 0:09,1/1/2019 0:14,1,1.08,1,N,113,249,1,5.5,0.5,0.5,1.36,0,0.3,8.16,
2,1/1/2019 0:17,1/1/2019 0:33,1,2.23,1,N,249,137,2,11,0.5,0.5,0,0,0.3,12.3,
2,1/1/2019 0:48,1/1/2019 1:02,1,2.44,1,N,233,68,1,11,0.5,0.5,2.46,0,0.3,14.76,
2,1/1/2019 0:13,1/1/2019 0:19,1,0.3,1,N,161,161,2,5,0.5,0.5,0,0,0.3,6.3,
2,1/1/2019 0:21,1/1/2019 0:27,1,0.29,1,N,161,162,1,5,0.5,0.5,1.26,0,0.3,7.56,
2,1/1/2019 0:38,1/1/2019 0:58,1,2.74,1,N,164,143,1,14,0.5,0.5,3.06,0,0.3,18.36,
1,1/1/2019 0:24,1/1/2019 0:26,1,0.4,1,N,137,107,2,3.5,0.5,0.5,0,0,0.3,4.8,
1,1/1/2019 0:32,1/1/2019 1:01,1,4.1,1,N,79,142,2,20,0.5,0.5,0,0,0.3,21.3,
2,1/1/2019 0:20,1/1/2019 0:39,1,5.56,1,N,148,263,1,19.5,0.5,0.5,4.16,0,0.3,24.96,
2,1/1/2019 0:42,1/1/2019 0:45,1,0.69,1,N,263,236,1,4.5,0.5,0.5,1.16,0,0.3,6.96,
2,1/1/2019 0:50,1/1/2019 1:04,1,2.46,1,N,236,239,1,12,0.5,0.5,2.66,0,0.3,15.96,
2,1/1/2019 0:43,1/1/2019 0:45,2,0.5,1,N,50,143,1,4,0.5,0.5,1.06,0,0.3,6.36,
2,1/1/2019 0:49,1/1/2019 1:17,2,3.98,1,N,50,79,1,19.5,0.5,0.5,4.16,0,0.3,24.96,
2,1/1/2019 0:05,1/1/2019 0:24,2,6.16,1,N,65,107,2,20.5,0.5,0.5,0,0,0.3,21.8,
2,1/1/2019 0:28,1/1/2019 0:36,1,1.26,1,N,107,79,1,7.5,0.5,0.5,1.76,0,0.3,10.56,
2,1/1/2019 0:42,1/1/2019 1:05,1,5.46,1,N,79,61,2,20,0.5,0.5,0,0,0.3,21.3,
2,1/1/2019 0:27,1/1/2019 0:46,2,2.83,1,N,48,140,1,13.5,0.5,0.5,2.96,0,0.3,17.76,
2,1/1/2019 0:49,1/1/2019 1:35,1,15.23,1,N,140,11,1,48.5,0.5,0.5,9.96,0,0.3,59.76,
2,1/1/2019 0:55,1/1/2019 1:06,2,1.71,1,N,90,79,1,8.5,0.5,0.5,2.94,0,0.3,12.74,
2,1/1/2019 0:22,1/1/2019 0:27,1,0.7,2,N,142,142,2,-52,0,-0.5,0,0,-0.3,-52.8,
2,1/1/2019 0:22,1/1/2019 0:27,1,0.7,2,N,142,239,2,52,0,0.5,0,0,0.3,52.8,
2,1/1/2019 0:31,1/1/2019 0:36,1,1.22,1,N,239,237,1,6,0.5,0.5,2.19,0,0.3,9.49,
2,1/1/2019 0:38,1/1/2019 0:42,1,1.23,1,N,237,236,1,5.5,0.5,0.5,1,0,0.3,7.8,
2,1/1/2019 0:51,1/1/2019 1:03,1,1.53,1,N,43,161,2,9.5,0.5,0.5,0,0,0.3,10.8,
2,1/1/2019 0:17,1/1/2019 0:57,2,7.76,1,N,234,37,1,30.5,0.5,0.5,6.36,0,0.3,38.16,
2,1/1/2019 0:13,1/1/2019 0:41,2,3.71,1,N,163,79,1,18.5,0.5,0.5,1,0,0.3,20.8,
2,1/1/2019 0:46,1/1/2019 0:52,2,0.96,1,N,107,107,1,6,0.5,0.5,1,0,0.3,8.3,
2,1/1/2019 0:55,1/1/2019 1:05,2,0.98,1,N,107,113,1,7.5,0.5,0.5,2.2,0,0.3,11,
1,1/1/2019 0:18,1/1/2019 0:46,2,7.5,1,N,239,79,1,26,0.5,0.5,5.45,0,0.3,32.75,
1,1/1/2019 0:48,1/1/2019 0:58,2,1.6,1,N,79,137,1,8,0.5,0.5,1.85,0,0.3,11.15,
2,1/1/2019 0:18,1/1/2019 0:32,3,1.72,1,N,161,107,2,10.5,0.5,0.5,0,0,0.3,11.8,
2,12/31/2018 13:12,12/31/2018 13:18,5,0.83,1,N,243,243,2,5.5,0.5,0.5,0,0,0.3,6.8,
2,1/1/2019 0:27,1/1/2019 0:30,1,0.33,1,N,231,231,2,3.5,0.5,0.5,0,0,0.3,4.8,
2,1/1/2019 0:32,1/1/2019 0:51,1,3.76,1,N,231,229,1,15,0.5,0.5,1.5,0,0.3,17.8,
2,1/1/2019 0:53,1/1/2019 1:01,1,1.62,1,N,229,107,2,7.5,0.5,0.5,0,0,0.3,8.8,
1,1/1/2019 0:12,1/1/2019 0:22,3,1.5,1,N,161,236,1,8.5,0.5,0.5,1.96,0,0.3,11.76,
1,1/1/2019 0:23,1/1/2019 0:26,1,0.6,1,N,236,236,1,4.5,0.5,0.5,1.15,0,0.3,6.95,
1,1/1/2019 0:29,1/1/2019 0:35,1,0.9,1,N,236,263,2,6,0.5,0.5,0,0,0.3,7.3,
1,1/1/2019 0:42,1/1/2019 0:49,1,1.5,1,N,263,141,1,7,0.5,0.5,1.65,0,0.3,9.95,
1,1/1/2019 0:54,1/1/2019 1:00,2,0.8,1,N,141,236,1,6,0.5,0.5,2,0,0.3,9.3,
2,1/1/2019 0:25,1/1/2019 0:31,6,0.86,1,N,107,113,1,6,0.5,0.5,1.46,0,0.3,8.76,
2,1/1/2019 0:32,1/1/2019 1:02,6,5.09,1,N,113,263,1,22,0.5,0.5,4.66,0,0.3,27.96,
1,1/1/2019 0:26,1/1/2019 0:27,1,10.3,1,N,148,148,2,2.5,0.5,0.5,0,0,0.3,3.8,
1,1/1/2019 0:59,1/1/2019 1:06,1,1.2,1,N,4,79,1,6.5,0.5,0.5,1.55,0,0.3,9.35,
1,1/1/2019 0:24,1/1/2019 0:37,1,1.2,1,N,161,237,1,10,0.5,0.5,2.25,0,0.3,13.55,
1,1/1/2019 0:46,1/1/2019 1:22,1,5.3,1,N,161,262,2,24,0.5,0.5,0,0,0.3,25.3,
2,1/1/2019 0:23,1/1/2019 0:44,3,4.02,1,N,249,141,2,16.5,0.5,0.5,0,0,0.3,17.8,
2,1/1/2019 0:50,1/1/2019 0:54,5,0.91,1,N,141,236,1,5,0.5,0.5,1.58,0,0.3,7.88,
2,1/1/2019 0:55,1/1/2019 1:07,2,2.18,1,N,236,239,1,10,0.5,0.5,2.82,0,0.3,14.12,
2,1/1/2019 0:14,1/1/2019 0:22,1,1.81,1,N,113,148,2,8,0.5,0.5,0,0,0.3,9.3,
2,1/1/2019 0:25,1/1/2019 0:33,1,2.42,1,N,148,255,1,9.5,0.5,0.5,2.7,0,0.3,13.5,
2,1/1/2019 0:39,1/1/2019 1:06,1,4.15,1,N,232,246,1,19,0.5,0.5,4.06,0,0.3,24.36,
1,1/1/2019 0:36,1/1/2019 0:46,3,1,1,N,107,224,1,7.5,0.5,0.5,2,0,0.3,10.8,
1,1/1/2019 0:52,1/1/2019 1:26,3,4,1,N,79,48,1,21.5,0.5,0.5,5.7,0,0.3,28.5,
2,1/1/2019 0:54,1/1/2019 0:58,2,0.87,1,N,75,75,2,4.5,0.5,0.5,0,0,0.3,5.8,
2,1/1/2019 0:59,1/1/2019 1:14,3,3.64,1,N,75,168,2,12,0.5,0.5,0,0,0.3,13.3,
1,1/1/2019 0:18,1/1/2019 0:24,3,0.8,1,N,161,237,1,6,0.5,0.5,1.45,0,0.3,8.75,
1,1/1/2019 0:39,1/1/2019 1:07,2,2.9,1,N,161,113,2,18,0.5,0.5,0,0,0.3,19.3,
2,1/1/2019 0:23,1/1/2019 0:28,1,1.76,1,N,233,262,2,6.5,0.5,0.5,0,0,0.3,7.8,
2,1/1/2019 0:30,1/1/2019 0:37,1,1.44,1,N,263,238,1,7,0.5,0.5,1.66,0,0.3,9.96,
2,1/1/2019 0:38,1/1/2019 0:47,1,2.8,1,N,239,246,2,10.5,0.5,0.5,0,0,0.3,11.8,
2,1/1/2019 0:48,1/1/2019 1:09,1,4.91,1,N,246,75,2,19.5,0.5,0.5,0,0,0.3,20.8,
2,1/1/2019 0:09,1/1/2019 0:19,1,2.35,1,N,246,125,1,9.5,0.5,0.5,2.16,0,0.3,12.96,
2,1/1/2019 0:21,1/1/2019 0:24,1,0.65,1,N,211,144,1,4.5,0.5,0.5,1.2,0,0.3,7,
2,1/1/2019 0:27,1/1/2019 0:33,1,1.08,1,N,144,231,2,5.5,0.5,0.5,0,0,0.3,6.8,
2,1/1/2019 0:36,1/1/2019 0:52,1,6.43,1,N,231,162,1,20,0.5,0.5,5.32,0,0.3,26.62,
1,1/1/2019 0:23,1/1/2019 0:37,1,2.4,1,N,50,249,2,11.5,0.5,0.5,0,0,0.3,12.8,
1,1/1/2019 0:49,1/1/2019 1:22,1,5.1,1,N,90,151,1,24.5,0.5,0.5,5.15,0,0.3,30.95,
2,1/1/2019 0:20,1/1/2019 0:26,1,1.55,1,N,142,238,1,7,0.5,0.5,1.25,0,0.3,9.55,
2,1/1/2019 0:31,1/1/2019 0:41,2,1.83,1,N,239,237,1,9,0.5,0.5,2.06,0,0.3,12.36,
2,1/1/2019 0:49,1/1/2019 1:10,2,2.37,1,N,43,48,1,14.5,0.5,0.5,3.16,0,0.3,18.96,
1,1/1/2019 0:25,1/1/2019 0:31,1,1.5,1,N,238,166,1,7,0.5,0.5,1.65,0,0.3,9.95,
1,1/1/2019 0:41,1/1/2019 1:37,3,15,1,N,166,61,1,49.5,0.5,0.5,5.08,0,0.3,55.88,
1,1/1/2019 0:39,1/1/2019 0:47,1,1.5,1,N,237,170,2,7.5,0.5,0.5,0,0,0.3,8.8,
1,1/1/2019 0:51,1/1/2019 0:56,2,0.4,1,N,170,170,1,5,0.5,0.5,1,0,0.3,7.3,
2,1/1/2019 0:15,1/1/2019 0:22,2,1.32,1,N,48,249,2,7,0.5,0.5,0,0,0.3,8.3,
2,1/1/2019 0:24,1/1/2019 0:33,2,1.39,1,N,249,79,1,8,0.5,0.5,1.86,0,0.3,11.16,
2,1/1/2019 0:41,1/1/2019 0:51,2,1.7,1,N,107,246,1,8.5,0.5,0.5,2.94,0,0.3,12.74,
2,1/1/2019 0:52,1/1/2019 1:07,2,1.94,1,N,246,234,2,11,0.5,0.5,0,0,0.3,12.3,
2,1/1/2019 0:17,1/1/2019 0:25,2,1.38,1,N,237,229,2,7,0.5,0.5,0,0,0.3,8.3,
2,1/1/2019 0:29,1/1/2019 0:34,1,1.61,1,N,229,140,1,6.5,0.5,0.5,1.56,0,0.3,9.36,
2,1/1/2019 0:38,1/1/2019 0:43,1,1.04,1,N,141,263,2,5.5,0.5,0.5,0,0,0.3,6.8,
2,1/1/2019 0:47,1/1/2019 1:15,1,5.01,1,N,263,114,1,20,0.5,0.5,4.26,0,0.3,25.56,
1,1/1/2019 0:28,1/1/2019 0:41,2,1.4,1,N,161,137,1,10,0.5,0.5,2.25,0,0.3,13.55,
2,1/1/2019 0:17,1/1/2019 0:42,1,2.4,1,N,158,170,2,16,0.5,0.5,0,0,0.3,17.3,
1,1/1/2019 0:26,1/1/2019 0:48,1,2.3,1,N,68,79,2,14.5,0.5,0.5,0,0,0.3,15.8,
1,1/1/2019 0:50,1/1/2019 1:06,1,3.9,1,N,79,263,1,14,0.5,0.5,3.05,0,0.3,18.35,
2,1/1/2019 0:17,1/1/2019 0:38,1,3.16,1,N,234,142,1,15,0.5,0.5,3.26,0,0.3,19.56,
2,1/1/2019 0:41,1/1/2019 0:57,1,3.73,1,N,239,42,1,14,0.5,0.5,3.82,0,0.3,19.12,
2,1/1/2019 0:25,1/1/2019 0:37,1,0.9,1,N,107,170,2,8.5,0.5,0.5,0,0,0.3,9.8,
2,1/1/2019 0:43,1/1/2019 0:56,1,0.77,1,N,164,186,1,9,0.5,0.5,2.06,0,0.3,12.36,
1,1/1/2019 0:49,1/1/2019 1:08,1,3.3,1,N,170,158,1,14,0.5,0.5,3.05,0,0.3,18.35,
2,1/1/2019 0:09,1/1/2019 0:12,2,0.67,1,N,162,137,2,4,0.5,0.5,0,0,0.3,5.3,
2,1/1/2019 0:33,1/1/2019 1:01,2,4.06,1,N,107,143,1,19.5,0.5,0.5,3.12,0,0.3,23.92,
2,1/1/2019 0:01,1/1/2019 0:30,5,14.3,4,N,132,265,1,51.5,0.5,0.5,7.5,0,0.3,60.3,
2,1/1/2019 0:21,1/1/2019 0:30,5,3.11,1,N,162,75,2,10.5,0.5,0.5,0,0,0.3,11.8,
2,1/1/2019 0:50,1/1/2019 0:53,4,0.93,1,N,141,229,2,4.5,0.5,0.5,0,0,0.3,5.8,
2,1/1/2019 0:28,1/1/2019 0:55,1,7.11,1,N,79,190,1,25,0.5,0.5,5.26,0,0.3,31.56,
2,1/1/2019 0:26,1/1/2019 0:38,2,1.83,1,N,48,142,2,10,0.5,0.5,0,0,0.3,11.3,
2,1/1/2019 0:42,1/1/2019 0:47,2,1.98,1,N,142,151,2,7.5,0.5,0.5,0,0,0.3,8.8,
2,1/1/2019 0:57,1/1/2019 1:02,2,1.07,1,N,238,151,1,5.5,0.5,0.5,1.36,0,0.3,8.16,
2,1/1/2019 0:21,1/1/2019 0:34,2,1.23,1,N,90,137,1,9,0.5,0.5,1.54,0,0.3,11.84,
2,1/1/2019 0:43,1/1/2019 1:02,2,2.53,1,N,170,144,1,13,0.5,0.5,2.86,0,0.3,17.16,
2,1/1/2019 0:27,1/1/2019 0:32,1,1.31,1,N,142,238,1,6.5,0.5,0.5,1.56,0,0.3,9.36,
2,1/1/2019 0:35,1/1/2019 0:42,1,1.5,1,N,238,166,1,8,0.5,0.5,2.79,0,0.3,12.09,
2,1/1/2019 0:44,1/1/2019 1:08,1,4.74,1,N,166,162,1,19.5,0.5,0.5,3.12,0,0.3,23.92,
2,1/1/2019 0:15,1/1/2019 0:30,1,1.45,1,N,233,186,1,10.5,0.5,0.5,2.36,0,0.3,14.16,
2,1/1/2019 0:31,1/1/2019 0:36,1,0.72,1,N,186,68,2,5,0.5,0.5,0,0,0.3,6.3,
2,1/1/2019 0:37,1/1/2019 0:37,1,0,5,N,68,68,1,11,0,0,0,0,0.3,11.3,
2,1/1/2019 0:44,1/1/2019 1:00,1,1.86,1,N,90,170,1,11.5,0.5,0.5,2.2,0,0.3,15,
2,1/1/2019 0:35,1/1/2019 0:53,1,2.47,1,N,249,137,1,13,0.5,0.5,2.86,0,0.3,17.16,
2,1/1/2019 0:33,1/1/2019 0:45,1,1.78,1,N,158,148,1,9.5,0.5,0.5,2.16,0,0.3,12.96,
2,1/1/2019 0:48,1/1/2019 0:59,2,2.25,1,N,148,87,1,10,0.5,0.5,2.26,0,0.3,13.56,
2,1/1/2019 0:17,1/1/2019 0:21,1,0.43,1,N,43,43,2,4,0.5,0.5,0,0,0.3,5.3,
2,1/1/2019 0:23,1/1/2019 0:27,1,0.51,1,N,43,239,1,4.5,0.5,0.5,1,0,0.3,6.8,
2,1/1/2019 0:29,1/1/2019 0:42,1,2.05,1,N,239,238,1,10.5,0.5,0.5,2.36,0,0.3,14.16,
2,1/1/2019 0:48,1/1/2019 0:51,1,0.59,1,N,239,238,1,4.5,0.5,0.5,1.16,0,0.3,6.96,
2,1/1/2019 0:57,1/1/2019 1:05,1,1.26,1,N,238,142,2,7.5,0.5,0.5,0,0,0.3,8.8,
2,1/1/2019 0:42,1/1/2019 0:55,5,4.46,1,N,231,137,1,15.5,0.5,0.5,3.36,0,0.3,20.16,
2,1/1/2019 0:55,1/1/2019 1:21,2,5.07,1,N,125,239,1,21.5,0.5,0.5,4.56,0,0.3,27.36,
2,1/1/2019 0:21,1/1/2019 0:53,1,7.59,1,N,114,179,1,26.5,0.5,0.5,5.56,0,0.3,33.36,
2,1/1/2019 0:58,1/1/2019 1:27,1,5.72,1,N,179,234,2,22.5,0.5,0.5,0,0,0.3,23.8,
1,1/1/2019 0:38,1/1/2019 0:54,1,2,1,N,181,61,1,12.5,0.5,0.5,2.75,0,0.3,16.55,
1,1/1/2019 0:13,1/1/2019 0:18,1,0.6,1,N,142,48,2,5,0.5,0.5,0,0,0.3,6.3,
1,1/1/2019 0:22,1/1/2019 0:28,1,1.8,1,N,50,239,1,7.5,0.5,0.5,1.76,0,0.3,10.56,
1,1/1/2019 0:29,1/1/2019 0:46,1,3.6,1,N,239,170,2,14.5,0.5,0.5,0,0,0.3,15.8,
1,1/1/2019 0:50,1/1/2019 1:04,1,1.8,1,N,170,68,1,10.5,0.5,0.5,2.95,0,0.3,14.75,
2,1/1/2019 0:03,1/1/2019 0:25,1,6.21,1,N,164,129,2,21.5,0.5,0.5,0,0,0.3,22.8,
2,1/1/2019 0:21,1/1/2019 0:35,6,3.48,1,N,107,236,1,13,0.5,0.5,3.58,0,0.3,17.88,
2,1/1/2019 0:37,1/1/2019 0:49,6,2.14,1,N,236,163,1,10,0.5,0.5,3.39,0,0.3,14.69,
2,1/1/2019 0:52,1/1/2019 1:05,6,4.46,1,N,163,260,1,15,0.5,0.5,3.26,0,0.3,19.56,
2,1/1/2019 0:07,1/1/2019 0:46,2,5.24,1,N,239,79,1,25.5,0.5,0.5,6.7,0,0.3,33.5,
2,1/1/2019 0:50,1/1/2019 0:58,1,1.1,1,N,79,232,1,7.5,0.5,0.5,2.2,0,0.3,11,
2,1/1/2019 0:05,1/1/2019 0:19,1,1.69,1,N,48,68,2,10.5,0.5,0.5,0,0,0.3,11.8,
2,1/1/2019 0:22,1/1/2019 0:50,1,2.32,1,N,68,48,1,17.5,0.5,0.5,3.76,0,0.3,22.56,
2,1/1/2019 0:52,1/1/2019 1:24,1,4.87,1,N,48,45,1,22,0.5,0.5,4.66,0,0.3,27.96,
2,1/1/2019 0:22,1/1/2019 0:53,5,2.72,1,N,48,249,1,19,0.5,0.5,5.08,0,0.3,25.38,
2,1/1/2019 0:54,1/1/2019 1:17,5,4.46,1,N,249,49,1,18,0.5,0.5,4.82,0,0.3,24.12,
2,1/1/2019 0:09,1/1/2019 0:19,1,3.34,1,N,141,146,2,11.5,0.5,0.5,0,0,0.3,12.8,
2,1/1/2019 0:38,1/1/2019 0:44,1,1.75,1,N,237,75,1,7.5,0.5,0.5,0.88,0,0.3,9.68,
2,1/1/2019 0:46,1/1/2019 1:03,1,5.72,1,N,75,79,1,19,0.5,0.5,0,0,0.3,20.3,
2,1/1/2019 0:43,1/1/2019 1:04,1,4.41,1,N,164,226,1,17.5,0.5,0.5,4.7,0,0.3,23.5,
2,1/1/2019 0:26,1/1/2019 0:29,5,0.89,1,N,239,142,1,5,0.5,0.5,1.26,0,0.3,7.56,
2,1/1/2019 0:30,1/1/2019 0:42,5,2.33,1,N,142,141,1,10.5,0.5,0.5,2.36,0,0.3,14.16,
2,1/1/2019 0:48,1/1/2019 1:06,5,3.39,1,N,43,137,1,15.5,0.5,0.5,3.36,0,0.3,20.16,
2,1/1/2019 0:48,1/1/2019 1:08,1,3.28,1,N,142,107,1,15,0.5,0.5,3.26,0,0.3,19.56,
2,1/1/2019 0:53,1/1/2019 0:59,2,1.2,1,N,237,140,2,6.5,0.5,0.5,0,0,0.3,7.8,
1,1/1/2019 0:16,1/1/2019 0:33,3,3.2,1,N,239,42,1,13.5,0.5,0.5,4.4,0,0.3,19.2,
1,1/1/2019 0:37,1/1/2019 0:39,2,0.6,1,N,42,41,2,4,0.5,0.5,0,0,0.3,5.3,
1,1/1/2019 0:49,1/1/2019 0:58,2,1.6,1,N,238,142,1,8.5,0.5,0.5,2.45,0,0.3,12.25,
